gross,genres,,movie_title,budget,Net 
74787599,Drama|Romance,,The Prince of Tides,30000000,44787599
66528842,Drama|Romance|War|Western,,Legends of the Fall,30000000,36528842
83813460,Drama|Romance,,Up in the Air,25000000,58813460
65010106,Comedy|Drama,,About Schmidt,30000000,35010106
66359959,Comedy|Horror|Romance,,Warm Bodies,35000000,31359959
66468315,Action|Crime|Drama|Sci-Fi|Thriller,,Looper,30000000,36468315
64172251,Comedy|Fantasy,,Down to Earth,30000000,34172251
66600000,Comedy|Drama|Family,,Babe,30000000,36600000
63536011,Comedy|Drama|Romance,,Hope Springs,30000000,33536011
62877175,Comedy|Drama|Romance,,Forgetting Sarah Marshall,30000000,32877175
,Drama|Sport,,Friday Night Lights            ,,0
74484168,Action|Crime|Drama|Mystery|Thriller,,Four Brothers,45000000,29484168
60269340,Comedy|Romance,,Baby Mama,30000000,30269340
60033780,Drama|Romance,,Hope Floats,30000000,30033780
58715510,Comedy|Romance,,Bride Wars,30000000,28715510
58156435,Adventure|Comedy|Mystery,,Without a Paddle,19000000,39156435
56044241,Comedy|Fantasy|Romance,,13 Going on 30,37000000,19044241
56816662,Comedy|Fantasy|Romance,,Midnight in Paris,17000000,39816662
64238770,Adventure|Animation|Comedy|Family,,The Nut Job,42000000,22238770
52937130,Biography|Crime|Drama,,Blow,30000000,22937130
52799004,Drama|Romance,,Message in a Bottle,55000000,-2200996
55210049,Action|Adventure|Sci-Fi|Thriller,,Star Trek V: The Final Frontier,27800000,27410049
51432423,Comedy|Family|Fantasy|Sport,,Like Mike,30000000,21432423
51109400,Comedy|Crime,,Naked Gun 33 1/3: The Final Insult,30000000,21109400
50300000,Action|Adventure|Thriller,,A View to a Kill,30000000,20300000
56068547,Animation|Comedy|Family|Mystery|Sci-Fi,,The Curse of the Were-Rabbit,30000000,26068547
53680848,Drama|Romance,,P.S. I Love You,30000000,23680848
49186871,Adventure|Comedy|Drama|Family|Sport,,Racing Stripes,,49186871
50921738,Drama|Mystery|Romance|War,,Atonement,30000000,20921738
53021560,Comedy|Drama|Romance,,Letters to Juliet,30000000,23021560
45645204,Action|Crime|Thriller,,Black Rain,30000000,15645204
44328238,Comedy,,The Three Stooges,,44328238
53337608,Animation|Drama|Family|Fantasy|Musical|Romance,,Corpse Bride,40000000,13337608
42643187,Biography|Drama|Sport,,Glory Road,,42643187
46875468,Action|Crime|Drama|Mystery|Thriller,,Sicario,30000000,16875468
52418902,Drama|Sport,,Southpaw,30000000,22418902
42057340,Horror|Thriller,,Drag Me to Hell,30000000,12057340
42478175,Drama|Fantasy|Romance,,The Age of Adaline,25000000,17478175
41407470,Comedy|Drama|Family,,Secondhand Lions,30000000,11407470
42385520,Drama|Music|Romance,,Step Up 3D,30000000,12385520
40118420,Drama|Romance|Sport,,Blue Crush,30000000,10118420
40137776,Comedy|Drama|Fantasy|Romance,,Stranger Than Fiction,38000000,2137776
39568996,Horror,,30 Days of Night,32000000,7568996
42043633,Fantasy|Horror|Mystery|Thriller,,The Cabin in the Woods,30000000,12043633
38232624,Comedy,,Meet the Spartans,30000000,8232624
38413606,Action|Comedy|Crime|Thriller,,Midnight Run,30000000,8413606
38122105,Action|Crime|Sci-Fi|Thriller,,The Running Man,27000000,11122105
38747385,Comedy|Horror|Musical|Sci-Fi,,Little Shop of Horrors,25000000,13747385
40247512,Action|Drama|Thriller,,Hanna,30000000,10247512
,Drama|Mystery,,The Family            ,,0
35927406,Action|Adventure|Fantasy|Sci-Fi|Thriller,,Mortal Kombat: Annihilation,30000000,5927406
35565975,Comedy|Drama|Romance,,Larry Crowne,30000000,5565975
35266619,Drama|Fantasy|Horror,,Carrie,30000000,5266619
34703228,Drama|Music,,Take the Lead,30000000,4703228
,Comedy|Drama,,Entourage            ,,0
38432823,Crime|Drama|Sport,,Gridiron Gang,30000000,8432823
32095318,Comedy|Crime,,What's the Worst That Could Happen?,45000000,-12904682
31743332,Action|Adventure|Animation|Drama|Mystery|Sci-Fi|Thriller,,9,30000000,1743332
32154410,Crime|Drama|Thriller,,Side Effects,30000000,2154410
28165882,Comedy|Family|Romance,,The Prince and Me,,28165882
26687172,Adventure|Animation|Comedy|Family|Musical,,Winnie the Pooh,30000000,-3312828
26096584,Comedy,,Dumb and Dumberer: When Harry Met Lloyd,19000000,7096584
26525834,Comedy|Drama|Romance,,Bulworth,30000000,-3474166
30513940,Biography|Drama|Music,,Get on Up,30000000,513940
23209440,Drama,,One True Thing,30000000,-6790560
24048000,Action|Crime|Sci-Fi|Thriller,,Virtuosity,30000000,-5952000
22526144,Comedy|Romance|Sci-Fi,,My Super Ex-Girlfriend,30000000,-7473856
30523568,Horror|Mystery|Thriller,,Deliver Us from Evil,30000000,523568
23070045,Adventure|Drama|Thriller,,Sanctum,30000000,-6929955
20422207,Comedy|Drama|Romance,,Little Black Book,35000000,-14577793
28644770,Comedy|Romance,,The Five-Year Engagement,30000000,-1355230
21800302,Comedy|Drama|Romance|Sport,,Mr 3000,30000000,-8199698
21129348,Crime|Drama|Romance|Thriller,,The Next Three Days,35000000,-13870652
18500966,Action|Horror|Sci-Fi|Thriller,,Ultraviolet,30000000,-11499034
19976073,Action|Crime|Drama|Thriller,,Assault on Precinct 13,20000000,-23927
18967571,Action|Crime|Thriller,,The Replacement Killers,30000000,-11032429
17100000,Action|Adventure|Crime|Drama|Romance,,Fled,25000000,-7900000
17266505,Action|Comedy|Horror,,Eight Legged Freaks,30000000,-12733495
32357532,Comedy|Drama|Romance,,Love & Other Drugs,30000000,2357532
16930884,Crime|Drama|Mystery|Thriller,,88 Minutes,30000000,-13069116
18324242,Drama,,North Country,35000000,-16675758
16323969,Comedy|Crime|Thriller,,The Whole Ten Yards,40000000,-23676031
16999046,Drama|Horror|Sci-Fi,,Splice,26000000,-9000954
16295774,Action|Adventure|Comedy|Romance|Sci-Fi,,Howard the Duck,35000000,-18704226
15709385,Crime|Drama|Thriller,,Pride and Glory,30000000,-14290615
14888028,Adventure|Horror|Thriller,,The Cave,30000000,-15111972
14208384,Comedy|Romance,,Alex & Emma,30000000,-15791616
12831121,Drama|Mystery|Romance|Thriller,,Wicker Park,30000000,-17168879
18298649,Comedy|Horror,,Fright Night,30000000,-11701351
12712093,Biography|Drama|History|Romance,,The New World,30000000,-17287907
11576087,Action|Adventure|Sci-Fi,,Wing Commander,30000000,-18423913
11900000,Drama|Fantasy|Thriller,,In Dreams,30000000,-18100000
9353573,Action|Adventure|Fantasy|Sci-Fi|Thriller,,Dragonball: Evolution,45000000,-35646427
12026670,Action|Crime|Thriller,,The Last Stand,45000000,-32973330
14334645,Drama|Horror|Sci-Fi|Thriller,,Godsend,25000000,-10665355
12189514,Comedy|Romance,,Chasing Liberty,23000000,-10810486
10134754,Animation|Comedy|Family,,Hoodwinked Too! Hood vs. Evil,30000000,-19865246
8535575,Drama,,An Unfinished Life,30000000,-21464425
7689458,Adventure|Fantasy|Mystery,,The Imaginarium of Doctor Parnassus,40000000,-32310542
7501404,Comedy|Drama,,Barney's Version,,7501404
,Crime|Drama|Thriller,,Trapped            ,,0
19316646,Crime|Thriller,,Runner Runner,30000000,-10683354
10965209,Action|Crime|Drama|Thriller,,Antitrust,30000000,-19034791
26830000,Drama|History|War,,Glory,18000000,8830000
5300000,Crime|Drama,,Once Upon a Time in America,30000000,-24700000
10880926,Action|Crime|Drama|Thriller,,Dead Man Down,30000000,-19119074
3752725,Drama|Romance,,The Merchant of Venice,18000000,-14247275
3517797,Action|Crime|Drama|Romance|Thriller,,The Good Thief,25000000,-21482203
3101301,Action|Drama|Romance|Sport,,Supercross,,3101301
2975649,Biography|Drama|Romance,,Miss Potter,30000000,-27024351
668171,Action|Drama|Fantasy,,The Promise,60000000,-59331829
480314,Action|Adventure,,DOA: Dead or Alive,21000000,-20519686
3904982,Biography|Crime|Drama|History|Western,,The Assassination of Jesse James by the Coward Robert Ford,30000000,-26095018
127437,Action|Adventure|Drama|History|War,,1911,18000000,-17872563
,Comedy|Family,,Little Nicholas,,0
,Action|Crime|Drama|Thriller,,Wild Card,30000000,-30000000
537580,Action|Biography|Crime|Drama,,Machine Gun Preacher,30000000,-29462420
,Animation|Comedy|Family,,Animals United,,0
,Biography|Drama|History,,The Color of Freedom,30000000,-30000000
,Drama|History|Sport,,United Passions,24000000,-24000000
,Biography|Drama|Romance,,Grace of Monaco,30000000,-30000000
,Adventure|Animation|Fantasy,,A Warrior's Tail,30000000,-30000000
,Crime|Drama|Mystery|Thriller,,Ripley's Game,30000000,-30000000
,Adventure|Animation|Comedy|Fantasy,,Sausage Party,19000000,-19000000
183436380,Comedy|Music,,Pitch Perfect 2,29000000,154436380
119518352,Biography|Drama|Music|Romance,,Walk the Line,28000000,91518352
,Adventure|Drama|Mystery|Sci-Fi|Thriller,,12 Monkeys            ,,0
37036404,Comedy|Drama|Romance,,Keeping the Faith,30000000,7036404
22359293,Adventure|Comedy|Family|Fantasy,,The Borrowers,29000000,-6640707
18593156,Drama,,Frost/Nixon,35000000,-16406844
,Biography|Comedy|Crime|Drama|Romance|Thriller,,Confessions of a Dangerous Mind,29000000,-29000000
16930185,Comedy|Romance,,Serving Sara,29000000,-12069815
63034755,Comedy,,The Boss,29000000,34034755
5899797,Biography|Drama|History,,Cry Freedom,29000000,-23100203
4554569,Comedy|Drama,,Mumford,28000000,-23445431
17016190,Comedy|Fantasy|Horror|Thriller,,Seed of Chucky,12000000,5016190
6301131,Drama|Mystery|Sci-Fi|Thriller,,The Jacket,29000000,-22698869
217350219,Adventure|Animation|Comedy|Family|Fantasy|Musical|Romance,,Aladdin,28000000,189350219
161029270,Biography|Crime|Drama|History|Music,,Straight Outta Compton,28000000,133029270
179870271,Action|Adventure,,Indiana Jones and the Temple of Doom,28000000,151870271
100491683,Adventure|Animation|Comedy|Drama|Family|Musical,,The Rugrats Movie,24000000,76491683
74058698,Crime|Drama|Thriller,,Along Came a Spider,60000000,14058698
,Biography|Comedy|Drama|Music|Romance,,Florence Foster Jenkins,29000000,-29000000
55845943,Action|Crime|Thriller,,Once Upon a Time in Mexico,29000000,26845943
81350242,Action|Thriller,,Die Hard,28000000,53350242
67266300,Comedy,,Role Models,28000000,39266300
70235322,Biography|Comedy|Drama|History,,The Big Short,28000000,42235322
7443007,Comedy|Drama|Music,,Taking Woodstock,30000000,-22556993
64371181,Biography|Drama|History|Sport,,Miracle,28000000,36371181
58885635,Action|Horror|Thriller,,Dawn of the Dead,26000000,32885635
60400856,Comedy|Romance,,The Wedding Planner,35000000,25400856
,Adventure|Animation|Sci-Fi,,Harlock: Space Pirate,30000000,-30000000
52353636,Comedy|Drama,,The Royal Tenenbaums,21000000,31353636
51475962,Mystery|Thriller,,Identity,30000000,21475962
63910583,Comedy|Romance,,Last Vegas,28000000,35910583
62300000,Action|Adventure|Thriller,,For Your Eyes Only,28000000,34300000
49968653,Comedy|Romance,,Serendipity,28000000,21968653
44450000,Action|Crime|Sci-Fi|Thriller,,Timecop,27000000,17450000
45162741,Comedy,,Zoolander,28000000,17162741
71346930,Drama|Romance|Thriller,,Safe Haven,28000000,43346930
39514713,Comedy|Family|Fantasy,,Hocus Pocus,28000000,11514713
43097652,Comedy|Drama|Romance,,No Reservations,28000000,15097652
48043505,Action|Comedy,,Kick-Ass,30000000,18043505
37053924,Action|Comedy|Crime,,30 Minutes or Less,28000000,9053924
33000377,Action|Fantasy|Horror|Thriller,,Dracula 2000,28000000,5000377
66950483,Comedy|Family,,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",28000000,38950483
38372662,Drama|Romance,,Pride & Prejudice,28000000,10372662
27000000,Sci-Fi|Thriller,,Blade Runner,28000000,-1000000
31600000,Adventure|Biography,,Rob Roy,28000000,3600000
30688364,Action|Drama|Thriller,,3 Days to Kill,28000000,2688364
28563179,Crime|Drama|Thriller,,We Own the Night,21000000,7563179
16779636,Drama|Horror|Thriller,,Lost Souls,28000000,-11220364
10762178,Documentary,,Winged Migration,160000000,-149237822
17324744,Comedy|Fantasy|Romance,,Just My Luck,28000000,-10675256
8888143,Comedy|Drama|Sport,,"Mystery, Alaska",28000000,-19111857
24268828,Action|Comedy|Family,,The Spy Next Door,28000000,-3731172
8119205,Comedy|Family|Fantasy,,A Simple Wish,28000000,-19880795
8434601,Action|Horror|Sci-Fi,,Ghosts of Mars,28000000,-19565399
6998324,Comedy|Drama,,Our Brand Is Crisis,28000000,-21001676
10907291,Action|Horror|Romance,,Pride and Prejudice and Zombies,28000000,-17092709
5532301,Biography|Drama|History|War,,Kundun,28000000,-22467699
2775593,Comedy|Drama|Romance,,How to Lose Friends & Alienate People,27000000,-24224407
28751715,Action|Comedy|Crime,,Kick-Ass 2,28000000,751715
,Adventure|Drama|History|Romance|Thriller|War,,Captain Alatriste: The Spanish Musketeer,24000000,-24000000
20285518,Action|Crime|Drama|Thriller,,Brick Mansions,28000000,-7714482
67900000,Action|Adventure|Thriller,,Octopussy,27500000,40400000
148734225,Comedy|Romance,,Knocked Up,30000000,118734225
49185998,Drama,,My Sister's Keeper,30000000,19185998
42168445,Comedy|Drama|Romance,,"Welcome Home, Roscoe Jenkins",35000000,7168445
26400000,Adventure|Drama|History,,A Passage to India,16000000,10400000
17508670,Crime|Drama|Romance|Thriller,,Notes on a Scandal,15000000,2508670
9664316,Drama|Thriller,,Rendition,27500000,-17835684
,Crime|Drama|Sci-Fi|Thriller,,Limitless            ,,0
74888996,Action|Adventure|Sci-Fi|Thriller,,Star Trek VI: The Undiscovered Country,30000000,44888996
69586544,Drama,,Divine Secrets of the Ya-Ya Sisterhood,27000000,42586544
362645141,Adventure|Drama|Family|Fantasy,,The Jungle Book,175000000,187645141
60491560,Crime|Drama|Mystery|Thriller,,Kiss the Girls,27000000,33491560
54200000,Action|Comedy|Crime|Music,,The Blues Brothers,27000000,27200000
44087387,Comedy|Drama|Family|Romance,,The Sisterhood of the Traveling Pants 2,,44087387
30920167,Comedy|Music,,Joyful Noise,25000000,5920167
40566655,Comedy|Drama|Romance,,About a Boy,30000000,10566655
31768374,Action|Comedy|Horror,,Lake Placid,27000000,4768374
22494487,Crime|Drama|Mystery|Thriller,,Lucky Number Slevin,27000000,-4505513
21500000,Adventure|Drama|History,,The Right Stuff,27000000,-5500000
4463292,Drama|History|Thriller,,Anonymous,30000000,-25536708
,Adventure|Drama|Family|Fantasy,,The NeverEnding Story,27000000,-27000000
14337579,Action|Drama|Fantasy|Mystery|Sci-Fi|Thriller,,Dark City,27000000,-12662421
13823741,Biography|Drama|History|Romance,,The Duchess,13500000,323741
,Comedy|Family,,The Honeymooners            ,,0
,Adventure|Family|Fantasy|Horror|Mystery,,Return to Oz,25000000,-25000000
10297897,Action|Crime|Drama|History|Western,,The Newton Boys,27000000,-16702103
13248477,Horror|Mystery|Thriller,,Case 39,27000000,-13751523
8712564,Crime|Drama|Mystery|Thriller,,Suspect Zero,27000000,-18287436
7486906,Comedy|Drama|Family,,Martian Child,27000000,-19513094
38536376,Action|Adventure|Comedy|Family|Sci-Fi,,Spy Kids: All the Time in the World in 4D,27000000,11536376
41008532,Crime|Drama|Thriller,,Money Monster,27000000,14008532
5204007,Action|Comedy|Crime|Thriller,,Formula 51,28000000,-22795993
4485485,Comedy|Crime|Drama,,Flawless,15000000,-10514515
4476235,Crime|Horror|Mystery|Thriller,,Mindhunters,27000000,-22523765
1089365,Comedy|Drama,,What Just Happened,25000000,-23910635
763044,Drama|Thriller,,The Statement,23000000,-22236956
,Drama|Musical|Romance,,The Magic Flute,27000000,-27000000
20819129,Action|Comedy|Crime,,Paul Blart: Mall Cop,26000000,-5180871
110222438,Comedy|Family|Fantasy|Music|Romance,,Freaky Friday,26000000,84222438
109243478,Comedy|Romance,,The 40-Year-Old Virgin,26000000,83243478
100241322,Comedy|Drama|Romance,,Shakespeare in Love,25000000,75241322
25977365,Crime|Drama|Mystery|Thriller,,A Walk Among the Tombstones,28000000,-2022635
91457688,Action|Comedy|Crime,,Kindergarten Cop,26000000,65457688
87341380,Action|Comedy|Crime,,Pineapple Express,27000000,60341380
65703412,Comedy|Drama|Romance,,Ever After: A Cinderella Story,26000000,39703412
58328680,Drama|Romance|Western,,Open Range,22000000,36328680
61490000,Drama|Horror|Sci-Fi|Thriller,,Flatliners,26000000,35490000
,Comedy,,It's Always Sunny in Philadelphia            ,,0
50800000,Drama|History|War,,A Bridge Too Far,26000000,24800000
57859105,Mystery|Thriller,,Red Eye,26000000,31859105
46455802,Horror|Thriller,,Final Destination 2,26000000,20455802
45506619,Adventure|Comedy|Crime|Music,,"O Brother, Where Art Thou?",26000000,19506619
40168080,Action|Fantasy|Horror,,Legion,26000000,14168080
49874933,Comedy|Crime|Drama,,Pain & Gain,26000000,23874933
45489752,Comedy|Drama|Romance,,In Good Company,26000000,19489752
36985501,Action|Adventure|Comedy|Sci-Fi|Thriller,,Clockstoppers,26000000,10985501
33200000,Action|Crime|Drama|Western,,Silverado,26000000,7200000
28501651,Drama|Thriller,,Brothers,26000000,2501651
23222861,Action|Adventure|Comedy|Family|Romance|Sci-Fi,,Agent Cody Banks 2: Destination London,26000000,-2777139
54540525,Comedy|Romance,,New Year's Eve,56000000,-1459475
16252765,Drama|Mystery|Romance|Thriller,,Original Sin,42000000,-25747235
16005978,Crime|Mystery|Thriller,,The Raven,26000000,-9994022
14469428,Comedy|Romance,,Welcome to Mooseport,26000000,-11530572
13829734,Action|Fantasy|Romance|Sci-Fi,,Highlander: The Final Dimension,26000000,-12170266
1075288,Crime|Drama|Thriller,,Blood and Wine,22000000,-20924712
,Fantasy|Horror,,Snow White: A Tale of Terror,26000000,-26000000
7496522,Comedy|Crime|Mystery|Romance,,The Curse of the Jade Scorpion,26000000,-18503478
,Comedy|Romance,,Accidental Love,26000000,-26000000
20047715,Adventure|Family,,Flipper,25530000,-5482285
12276810,Action|Mystery|Sci-Fi|Thriller,,Self/less,26000000,-13723190
33565375,Drama|Mystery|Romance|Thriller,,The Constant Gardener,15000000,18565375
499263,Drama,,The Passion of the Christ,30000000,-29500737
219200000,Comedy|Drama|Family|Romance,,Mrs. Doubtfire,25000000,194200000
172825435,Drama,,Rain Man,25000000,147825435
148085755,Drama,,Gran Torino,33000000,115085755
25517500,Biography|Drama|History,,W.,25100000,417500
145000989,Action|Thriller,,Taken,25000000,120000989
26761283,Drama|Romance,,The Best of Me,26000000,761283
121945720,Action|Drama|Music|Romance,,The Bodyguard,25000000,96945720
96067179,Biography|Drama|History,,Schindler's List,22000000,74067179
169705587,Drama,,The Help,25000000,144705587
3254172,Biography|Drama|Thriller,,The Fifth Estate,28000000,-24745828
84185387,Adventure|Comedy|Family|Fantasy|Horror|Mystery,,Scooby-Doo 2: Monsters Unleashed,80000000,4185387
,Adventure|Fantasy|Mystery|Thriller,,Viy,26000000,-26000000
82163317,Action|Horror|Thriller,,Freddy vs. Jason,30000000,52163317
